top - 15:25:27 up  6:39,  1 user,  load average: 0.20, 0.36, 0.56
  59008 daemonna  20   0   46000   7220   6516 S   0.0   0.0   0:00.00 obexd
  59044 daemonna  39  19 1189780  53312  19648 S   0.0   0.2   0:01.78 tracker-miner-f
  59092 daemonna  20   0  223296   3748   3172 S   0.0   0.0   0:00.02 bash
  59440 root      20   0       0      0      0 I   0.0   0.0   0:00.27 kworker/6:0-events
  59653 daemonna  20   0  272628  22008   3904 S   0.0   0.1   0:00.00 steam
  59654 daemonna  20   0  859036 159488 137956 S   0.0   0.5   0:07.99 steamwebhelper
  59720 daemonna  20   0  451240  53292  43792 S   0.0   0.2   0:00.01 steamwebhelper
  59721 daemonna  20   0  451240  53748  44224 S   0.0   0.2   0:00.02 steamwebhelper
  59723 daemonna  20   0  451240  14180   4648 S   0.0   0.0   0:00.00 steamwebhelper
  59758 daemonna  20   0  525952  90260  65304 S   0.0   0.3   0:01.10 steamwebhelper
  59869 daemonna  20   0 4831172 119436  75984 S   0.0   0.4   0:01.13 steamwebhelper
  60171 daemonna  20   0  556416  59792  49764 S   0.0   0.2   0:00.48 steamwebhelper
  61115 root       0 -20       0      0      0 I   0.0   0.0   0:03.39 kworker/u25:0-rb_allocator
  62127 root      20   0       0      0      0 I   0.0   0.0   0:00.64 kworker/0:1-events
  62377 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/4:0-events
  63187 root      20   0       0      0      0 I   0.0   0.0   0:00.09 kworker/10:2-events
  63307 root      20   0       0      0      0 I   0.0   0.0   0:00.40 kworker/u24:5-btrfs-endio-write
  63326 root      20   0       0      0      0 I   0.0   0.0   0:01.50 kworker/5:1-events
  63387 root      20   0       0      0      0 I   0.0   0.0   0:00.24 kworker/u24:10-btrfs-endio-write
  63407 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/11:0-events
  63452 daemonna  20   0   40.8g 435104 115776 S   0.0   1.3   3:23.28 chrome
  64331 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/9:2
  64409 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/1:0
  64419 root      20   0       0      0      0 I   0.0   0.0   0:00.10 kworker/u24:9-events_unbound
  64727 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker/11:1-events
  65067 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker/8:1-events
  65068 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:0-mm_percpu_wq
  65226 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/0:2-events
  65553 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker/1:1-mm_percpu_wq
  65650 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/2:1-events
  65705 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker/8:0-events
  65855 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/6:1-events
  65936 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker/u24:1-btrfs-endio-write
  66019 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/7:0-events
  66043 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/3:0
  66292 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:1-mm_percpu_wq
  66293 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:3-events
  66298 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0-events
  66328 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/1:2-events
  66405 root      20   0   17704   7776   6820 S   0.0   0.0   0:00.00 systemd-userwor
  66465 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/5:2-events
  66523 root      20   0       0      0      0 I   0.0   0.0   0:00.52 kworker/0:3-events
  66551 root      20   0   17704   7756   6796 S   0.0   0.0   0:00.00 systemd-userwor
  66567 daemonna  20   0   40.7g  66400  50404 S   0.0   0.2   0:00.03 chrome
  66643 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/8:2
  66678 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/u25:1-rb_allocator
  66784 daemonna  20   0  223032   3436   3156 S   0.0   0.0   0:00.00 top.sh
  66830 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/8:3-events
  66834 root      20   0   17704   7220   6296 S   0.0   0.0   0:00.00 systemd-userwor

top - 15:25:53 up  6:40,  1 user,  load average: 0.50, 0.42, 0.57
Tasks: 465 total,   1 running, 464 sleeping,   0 stopped,   0 zombie
%Cpu(s): 11.5 us,  1.0 sy,  0.0 ni, 87.2 id,  0.0 wa,  0.2 hi,  0.1 si,  0.0 st
MiB Mem :  31938.8 total,  13198.2 free,   6241.2 used,  12499.4 buff/cache
MiB Swap:   8192.0 total,   8192.0 free,      0.0 used.  23777.6 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   5388 daemonna  20   0   28.8g 399768 106296 S 127.4   1.2   8:27.84 chromium-browse
   5101 daemonna  20   0   16.8g 307936 176880 S  10.4   0.9   6:08.69 chromium-browse
   2612 daemonna  20   0 6518856 261088 123520 S   7.5   0.8  15:16.54 gnome-shell
   5152 daemonna  20   0   16.6g 104804  69232 S   5.0   0.3   3:26.98 chromium-browse
   5151 daemonna  20   0   17.5g 230900  95884 S   4.5   0.7  21:48.79 chromium-browse
  59875 daemonna  20   0 5079444 334648 239944 S   2.5   1.0   1:21.69 steamwebhelper
  59738 daemonna  20   0  805080 191580 128436 S   1.5   0.6   0:52.58 steamwebhelper
   5316 daemonna  20   0   24.8g 313748  95828 S   1.0   1.0   2:05.05 chromium-browse
  59638 daemonna  10 -10  596432 204564 142252 S   1.0   0.6   0:48.49 steam
     15 root      20   0       0      0      0 I   0.5   0.0   0:29.61 rcu_preempt
   5317 daemonna  20   0   24.8g 287020 111960 S   0.5   0.9   2:24.13 chromium-browse
   5517 daemonna  20   0   28.8g 251484  97756 S   0.5   0.8   2:11.28 chromium-browse
   8443 daemonna  20   0   20.3g  87960  61884 S   0.5   0.3   0:10.91 code
  32051 daemonna  20   0   24.7g  86196  68736 S   0.5   0.3   0:00.53 chromium-browse
  32224 daemonna  20   0   24.7g 204096  98424 S   0.5   0.6   0:06.38 chromium-browse
  32310 daemonna  20   0   24.7g  80756  64152 S   0.5   0.2   0:00.47 chromium-browse
  56498 root       0 -20       0      0      0 I   0.5   0.0   0:05.76 kworker/u25:3-i915_flip
  64727 root      20   0       0      0      0 I   0.5   0.0   0:00.08 kworker/11:1-events
  65936 root      20   0       0      0      0 I   0.5   0.0   0:00.08 kworker/u24:1-btrfs-endio-write
  66785 daemonna  20   0  226544   4520   3544 R   0.5   0.0   0:00.13 top
      1 root      20   0  173364  17836  11060 S   0.0   0.1   0:02.21 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.04 kthreadd
      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp
      5 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 netns
      7 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri
     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq
     11 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tasks_kthread
     12 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tasks_rude_kthread
     13 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tasks_trace_kthread
     14 root      20   0       0      0      0 S   0.0   0.0   0:00.15 ksoftirqd/0
     16 root      rt   0       0      0      0 S   0.0   0.0   0:00.01 migration/0
     17 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     18 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/1
     19 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/1
     20 root      20   0       0      0      0 S   0.0   0.0   0:00.11 ksoftirqd/1
     22 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/1:0H-events_highpri
     23 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/2
     24 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/2
     25 root      20   0       0      0      0 S   0.0   0.0   0:00.08 ksoftirqd/2
     27 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/2:0H-kblockd
     28 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/3
     29 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/3
     30 root      20   0       0      0      0 S   0.0   0.0   0:00.07 ksoftirqd/3
     32 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/3:0H-events_highpri
     33 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/4
     34 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/4
     35 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/4
     37 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/4:0H-events_highpri
     38 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/5
     39 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/5
     40 root      20   0       0      0      0 S   0.0   0.0   0:08.49 ksoftirqd/5
     42 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/5:0H-events_highpri
     43 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/6
     44 root      rt   0       0      0      0 S   0.0   0.0   0:00.16 migration/6
     45 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/6
     47 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/6:0H-events_highpri
     48 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/7
     49 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/7
     50 root      20   0       0      0      0 S   0.0   0.0   0:00.08 ksoftirqd/7
     52 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/7:0H-events_highpri
     53 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/8
     54 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/8
     55 root      20   0       0      0      0 S   0.0   0.0   0:00.07 ksoftirqd/8
     57 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/8:0H-events_highpri
     58 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/9
     59 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/9
     60 root      20   0       0      0      0 S   0.0   0.0   0:00.19 ksoftirqd/9
     62 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/9:0H-events_highpri
     63 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/10
     64 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/10
     65 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/10
     67 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/10:0H-events_highpri
     68 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/11
     69 root      rt   0       0      0      0 S   0.0   0.0   0:00.17 migration/11
     70 root      20   0       0      0      0 S   0.0   0.0   0:00.06 ksoftirqd/11
     72 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/11:0H-events_highpri
     73 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kdevtmpfs
     74 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 inet_frag_wq
     75 root      20   0       0      0      0 S   0.0   0.0   0:00.01 kauditd
     76 root      20   0       0      0      0 S   0.0   0.0   0:00.00 oom_reaper
     77 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 writeback
     78 root      20   0       0      0      0 S   0.0   0.0   0:00.19 kcompactd0
     79 root      25   5       0      0      0 S   0.0   0.0   0:00.00 ksmd
     80 root      39  19       0      0      0 S   0.0   0.0   0:00.00 khugepaged
     81 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 cryptd
     82 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kintegrityd
     83 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kblockd
     84 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 blkcg_punt_bio
     86 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 tpm_dev_wq
     87 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ata_sff
     88 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 md
     89 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 edac-poller
     92 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 watchdogd
     93 root       0 -20       0      0      0 I   0.0   0.0   0:00.42 kworker/0:1H-kblockd
     94 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kswapd0
    102 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kthrotld
    107 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/123-aerdrv
    108 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/123-pcie-dpc
    109 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/124-aerdrv
    110 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/124-pcie-dpc
    111 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/125-aerdrv
    112 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/125-pcie-dpc
    113 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/126-aerdrv
    114 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/126-pcie-dpc
    124 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 acpi_thermal_pm
    125 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_0
    126 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_0
    128 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 dm_bufio_cache
    129 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mld
    130 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ipv6_addrconf
    135 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kstrp
    148 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 zswap-shrink
    253 root       0 -20       0      0      0 I   0.0   0.0   0:00.45 kworker/2:1H-events_highpri
    292 root       0 -20       0      0      0 I   0.0   0.0   0:00.34 kworker/1:1H-kblockd
    301 root       0 -20       0      0      0 I   0.0   0.0   0:00.56 kworker/8:1H-events_highpri
    306 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ipmi-msghandler
    310 root       0 -20       0      0      0 I   0.0   0.0   0:00.27 kworker/3:1H-events_highpri
    312 root       0 -20       0      0      0 I   0.0   0.0   0:00.68 kworker/7:1H-events_highpri
    313 root       0 -20       0      0      0 I   0.0   0.0   0:00.54 kworker/10:1H-kblockd
    329 root       0 -20       0      0      0 I   0.0   0.0   0:00.80 kworker/6:1H-events_highpri
    413 root       0 -20       0      0      0 I   0.0   0.0   0:00.27 kworker/11:1H-events_highpri
    458 root       0 -20       0      0      0 I   0.0   0.0   0:00.71 kworker/9:1H-events_highpri
    474 root     -51   0       0      0      0 S   0.0   0.0   0:03.60 irq/74-ELAN0710:01
    475 root       0 -20       0      0      0 I   0.0   0.0   0:00.25 kworker/4:1H-events_highpri
    476 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-wq
    477 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-reset-wq
    478 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-delete-wq
    500 root     -51   0       0      0      0 S   0.0   0.0   0:00.09 irq/18-alcor_sdmmc
    501 root       0 -20       0      0      0 I   0.0   0.0   0:00.47 kworker/5:1H-events_highpri
    502 root     -51   0       0      0      0 S   0.0   0.0   0:00.01 card0-crtc0
    503 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card0-crtc1
    504 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 card0-crtc2
    514 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-worker
    515 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-worker-hi
    516 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-delalloc
    517 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-flush_del
    518 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-cache
    519 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-fixup
    520 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-endio
    521 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-endio-met
    522 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-endio-met
    523 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-endio-rai
    524 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-rmw
    525 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-endio-wri
    526 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-freespace
    527 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-delayed-m
    528 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 btrfs-qgroup-re
    529 root      20   0       0      0      0 S   0.0   0.0   0:00.03 btrfs-cleaner
    530 root      20   0       0      0      0 S   0.0   0.0   0:28.27 btrfs-transaction
    641 root      20   0  116912  19932  18044 S   0.0   0.1   0:00.84 systemd-journal
    656 root      20   0   37588  14624   8932 S   0.0   0.0   0:00.19 systemd-udevd
    658 root      20   0   17356   7492   6568 S   0.0   0.0   0:00.07 systemd-userdbd
    730 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/144-mei_me
    737 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 cfg80211
    741 root     -51   0       0      0      0 S   0.0   0.0   0:02.77 irq/145-iwlwifi:default_queue
    742 root     -51   0       0      0      0 S   0.0   0.0   0:00.23 irq/146-iwlwifi:queue_1
